customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_body,timestamp,IP address,Sentiment,review_date
20422322,1,B00MC4CED8,82850235,BlackVue DR600GW-PMP,Mobile_Electronics,5,0,0,N,N,"As advertised. Everything works perfectly, I'm very happy with the camera. As a matter of fact I'm going to buy another one for my 2nd car.",1440987567,193.93.167.87,1,31-08-2015
40835037,2,B00OQMFG1Q,82850235,GENSSI GSM / GPS Two Way Smart Phone Car Alarm System for iPhone Android Security,Mobile_Electronics,5,0,1,N,Y,it's great,1441001998,193.93.167.87,1,31-08-2015
51469641,3,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,These work great and fit my life proof case for the iPhone 6,1440959483,193.93.167.87,1,31-08-2015
4332923,4,B00QUFTPV4,82850235,abcGoodefg� FBI Covert Acoustic Tube Earpiece Headset PTT Mic for Motorola Two Way Radio Device Walkie Talkie GP88 300 2000 CT150 P040 PRO1150 SP10 XTN500 2pin,Mobile_Electronics,4,0,0,N,Y,Work very well ,1441015251,193.93.167.87,1,31-08-2015
44855305,5,B0067XVNTG,563475445,"Generic Car Dashboard Video Camera Vehicle Video Accident Recorder (2.0"" 1080P)",Mobile_Electronics,2,0,0,N,N,"Be careful with these products, I have bought several of these cameras and the image is pretty decent but battery doesn't hold any charge!!!!",1440973308,205.10.168.66,0,31-08-2015
7846966,6,B00KA6CCVY,713636156,Aweek� Air Acoustic Earpiece Headset for Baofeng Two Way Radios UV-5R UV-B6 BF-888S UV-B6 UV-B5 Walkie Talkies 2-Pin Jack,Mobile_Electronics,3,0,1,N,Y,"It appears to be good, but I'm still waiting for my other items radio,batteries,charger, before I can go to 4 or 5 stars",1440977588,205.10.168.66,0,31-08-2015
21299354,7,B00MJCDPM2,754171872,Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black),Mobile_Electronics,3,0,1,N,Y,"First one arrived as a brick.  Wouldn't work, wouldn't charge, useless.  Exchanged for a new one that works as advertised.",1441033322,205.10.168.66,0,31-08-2015
20422322,8,B00OQMFG1Q,82850235,BlackVue DR600GW-PMP,Mobile_Electronics,5,0,0,N,N,"As advertised. Everything works perfectly, I'm very happy with the camera. As a matter of fact I'm going to buy another one for my 2nd car.",1441012613,205.10.168.66,1,31-08-2015
20422322,9,B00QERR5CY,82850235,BlackVue DR600GW-PMP,Mobile_Electronics,5,0,0,N,N,Very good,1440987567,206.33.134.174,1,31-08-2015
40835037,10,B00OQMFG1Q,82850235,GENSSI GSM / GPS Two Way Smart Phone Car Alarm System for iPhone Android Security,Mobile_Electronics,5,0,1,N,Y,it's great,1441001998,219.3.75.180,1,31-08-2015
51469641,11,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,These work great and fit my life proof case for the iPhone 6,1440959483,194.12.14.67,1,31-08-2015
4332923,12,B00QUFTPV4,221169481,abcGoodefg� FBI Covert Acoustic Tube Earpiece Headset PTT Mic for Motorola Two Way Radio Device Walkie Talkie GP88 300 2000 CT150 P040 PRO1150 SP10 XTN500 2pin,Mobile_Electronics,4,0,0,N,Y,Work very well but couldn't get used to not hearing anything out of the ear they v were plugged into.,1441015251,213.136.76.172,0,31-08-2015
44855305,13,B0067XVNTG,563475445,"Generic Car Dashboard Video Camera Vehicle Video Accident Recorder (2.0"" 1080P)",Mobile_Electronics,2,0,0,N,N,"Be careful with these products, I have bought several of these cameras and the image is pretty decent but battery doesn't hold any charge!!!!",1440973308,197.113.158.177,0,31-08-2015
7846966,14,B00KA6CCVY,713636156,Aweek� Air Acoustic Earpiece Headset for Baofeng Two Way Radios UV-5R UV-B6 BF-888S UV-B6 UV-B5 Walkie Talkies 2-Pin Jack,Mobile_Electronics,3,0,1,N,Y,"It appears to be good, but I'm still waiting for my other items radio,batteries,charger, before I can go to 4 or 5 stars",1440977588,194.20.111.181,0,31-08-2015
21299354,15,B00MJCDPM2,754171872,Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black),Mobile_Electronics,3,0,1,N,Y,"First one arrived as a brick.  Wouldn't work, wouldn't charge, useless.  Exchanged for a new one that works as advertised.",1441033322,214.101.70.31,0,31-08-2015
28902968,16,B00ET5AWBY,508373185,iPad Car Headrest Mount Holder for iPad 2/ iPad 3/ iPad 4 with Long Mounting Strap,Mobile_Electronics,5,0,0,N,Y,Worked great for vacation,1441012613,219.123.29.237,1,31-08-2015
2074438,17,B00Z9K379C,759387370,"ANWING Waterproof Wireless Bluetooth Speaker Outdoor and Shower Bluetooth Louder Speaker NFC, Sky Blue",Mobile_Electronics,4,0,2,N,Y,"this is a very good item, it provide me the sound that i like..",1441001330,200.89.172.214,1,31-08-2015
48701722,18,B00YO3UYXW,913911909,Jensen MCR-100 Cassette Player/Recorder 1 Touch Recording with Headphone Jack & Aux Line-in,Mobile_Electronics,5,164,168,N,Y,"I LOVE my recorder. Bought it obviously because I have tape cassette's with no way to play them.<br />Spent an AMAZING afternoon, listening to my Mom (who passed away in 2005), tell a 90 minute Christmas story of &#34;Nicholas&#34;,  to my two daughters, many moons ago.  It was a wonderful afternoon of laughter and tears.<br />I thank you, for providing me, the time to spend an afternoon with my Mom again... :)",1440979584,200.126.20.68,1,31-08-2015
2990247,19,B011W26BU2,938399424,"Bluetooth Speakers, SoundPal Cube F1 5 Watt Bluetooth Speaker Compatible with all Bluetooth Devices",Mobile_Electronics,5,2,2,N,Y,"Great sound great battery beach, work, park, anywhere battery lasts",1440995607,214.28.87.69,1,31-08-2015
52946117,20,B00H8PI78C,661515294,15Pcs DC 5V 85dB 2 Pins Industrial Active Electronic Alarm Buzzer,Mobile_Electronics,3,0,1,N,Y,"If what you want is a continuous tone piezo - i.e. a &#34;beeper&#34; - then this one would get 5  or maybe 4 stars.  (Possibly dock one star because it's a bit quiet for the rated sound level.)  However, if what you wanted was the thing described in the listing - i.e. a *buzzer*, for example something that would make the sound you get if you answer incorrectly on a game show &#34;bzzzzt&#34; - then it's 3 stars at best.  This is the 3rd batch of &#34;buzzers&#34; I've ordered from different suppliers so this is not an isolated incident.  Anyone need some beepers, cheap?",1441017039,196.35.98.228,1,31-08-2015
49359994,21,B00M49C6MK,91176851,Sentey Ls 4162,Mobile_Electronics,5,0,0,N,Y,Love it,1440999611,220.119.172.142,1,31-08-2015
4158732,22,B011Q291PK,891142775,"IcePACK 8 Can Insulated Cooler Speaker System Bag with Built-In Speaker and Amplifier System - Works With Beer , Soda , Gatorade , Juice Boxes and More Drinks",Mobile_Electronics,1,1,1,N,Y,Sucks,1440961088,217.122.116.86,0,31-08-2015
18944032,23,B00W6OLUGQ,577462547,"DTK� AMI MDI MMI Adapter 8-PIN Lightning Cable Connect iPod iPhone 5 ,5S, iPhone 6, iPhone 6 plus iPad to Audi A4 A5 S5 A6 A8 Q7 / Vw Jetta GTI GLI Jetta Passat Cc Tiguan Touareg EOS / Skoda Superb Octavia Fabia / Seat 2009-2013",Mobile_Electronics,2,1,3,N,Y,u need to plug in both,1441025072,223.73.108.197,0,31-08-2015
